epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,3368.49,1.39635,1.52724,1.58651,0.66323,0.53936,0.59627,0.35929,1.4298,1.39486,1.58535,0.008614,0.008614,0.008614
16,5010.88,1.38965,1.52341,1.58643,0.66271,0.5399,0.59717,0.35983,1.42844,1.39208,1.58434,0.008515,0.008515,0.008515
17,6650.38,1.3861,1.51428,1.57892,0.6625,0.53965,0.59766,0.36054,1.42692,1.38996,1.58292,0.008416,0.008416,0.008416
18,8292.54,1.3838,1.51121,1.58154,0.66359,0.53979,0.59845,0.36118,1.42452,1.38908,1.58175,0.008317,0.008317,0.008317
19,9942.65,1.37923,1.50302,1.57644,0.66315,0.53983,0.59911,0.36204,1.42224,1.38702,1.58014,0.008218,0.008218,0.008218
20,11583.8,1.38219,1.50396,1.57798,0.66752,0.53879,0.59991,0.36295,1.42007,1.38539,1.57838,0.008119,0.008119,0.008119
21,1618.84,1.37149,1.49177,1.56461,0.66616,0.53972,0.60085,0.36383,1.41976,1.38178,1.57704,0.00802,0.00802,0.00802
22,3214.44,1.37842,1.49778,1.57146,0.66779,0.53932,0.60161,0.36424,1.41934,1.37913,1.57607,0.007921,0.007921,0.007921
23,4843.67,1.37451,1.49864,1.57459,0.67036,0.53947,0.60259,0.36473,1.41842,1.37704,1.57536,0.007822,0.007822,0.007822
24,6480.17,1.37239,1.4951,1.56729,0.67043,0.53943,0.60308,0.36543,1.41718,1.3745,1.57446,0.007723,0.007723,0.007723
25,8117.01,1.36921,1.4918,1.56775,0.67024,0.5405,0.60383,0.3665,1.41495,1.37262,1.57294,0.007624,0.007624,0.007624
26,1655.68,1.35829,1.46903,1.55855,0.67146,0.54033,0.60456,0.36722,1.41486,1.36923,1.57208,0.007525,0.007525,0.007525
27,3276.07,1.3666,1.48097,1.56385,0.67002,0.54125,0.60548,0.36759,1.41442,1.36722,1.57119,0.007426,0.007426,0.007426
28,4883.67,1.36367,1.48171,1.5668,0.66907,0.54252,0.60603,0.36837,1.41377,1.36503,1.57068,0.007327,0.007327,0.007327
29,6509.17,1.36373,1.47947,1.56147,0.67148,0.54201,0.60665,0.36894,1.41257,1.36326,1.5695,0.007228,0.007228,0.007228
30,8103.17,1.365,1.47909,1.56511,0.67358,0.5412,0.60679,0.36967,1.41109,1.36191,1.5688,0.007129,0.007129,0.007129
31,9709.43,1.36026,1.47195,1.55846,0.67522,0.54126,0.60761,0.37045,1.40962,1.36002,1.56747,0.00703,0.00703,0.00703
32,11311.3,1.36208,1.4771,1.56291,0.67958,0.54119,0.60863,0.37125,1.40766,1.35804,1.56601,0.006931,0.006931,0.006931
33,1647.47,1.34082,1.4399,1.54295,0.67783,0.5419,0.60965,0.37203,1.4074,1.35409,1.56461,0.006832,0.006832,0.006832
34,3319.54,1.35275,1.45495,1.55221,0.67895,0.54258,0.61045,0.37254,1.40712,1.35128,1.56382,0.006733,0.006733,0.006733
35,4999.48,1.3504,1.45895,1.55634,0.67906,0.54285,0.61141,0.37326,1.40684,1.34884,1.5638,0.006634,0.006634,0.006634
36,6674.27,1.34941,1.46016,1.55282,0.6796,0.54263,0.61177,0.37398,1.40569,1.34718,1.56295,0.006535,0.006535,0.006535
37,8325.67,1.3519,1.45931,1.55305,0.67998,0.54323,0.61232,0.37455,1.40453,1.34564,1.56208,0.006436,0.006436,0.006436
38,9999.04,1.34994,1.44985,1.55013,0.68305,0.54297,0.61327,0.37547,1.40295,1.34379,1.5609,0.006337,0.006337,0.006337
39,1899.32,1.32515,1.41812,1.53337,0.68244,0.54458,0.61416,0.37628,1.40296,1.34053,1.56005,0.006238,0.006238,0.006238
40,3744.01,1.33925,1.43336,1.54216,0.68206,0.54477,0.61499,0.37676,1.40296,1.33807,1.55962,0.006139,0.006139,0.006139
41,5562.69,1.33965,1.43922,1.54598,0.68168,0.54546,0.61555,0.37717,1.40222,1.33573,1.55908,0.00604,0.00604,0.00604
42,7331.81,1.34188,1.44165,1.54158,0.68333,0.54544,0.61634,0.37788,1.40123,1.33335,1.55753,0.005941,0.005941,0.005941
43,9078.43,1.34174,1.44292,1.54538,0.6833,0.54629,0.61696,0.37845,1.39954,1.33189,1.55651,0.005842,0.005842,0.005842
44,10675.1,1.34077,1.43713,1.54414,0.68268,0.54759,0.61764,0.37922,1.39781,1.32981,1.55529,0.005743,0.005743,0.005743
45,1680.39,1.30963,1.39438,1.52241,0.68406,0.54757,0.61866,0.3797,1.39818,1.32656,1.55487,0.005644,0.005644,0.005644
46,3339.53,1.32679,1.41321,1.53433,0.68575,0.54789,0.61955,0.38037,1.39793,1.325,1.55432,0.005545,0.005545,0.005545
47,4987.45,1.32739,1.42106,1.53718,0.68804,0.54616,0.6201,0.38078,1.3977,1.32297,1.55387,0.005446,0.005446,0.005446
48,6624.59,1.33116,1.4217,1.53453,0.68933,0.54526,0.62045,0.38127,1.39676,1.32117,1.55291,0.005347,0.005347,0.005347
49,8259.55,1.33163,1.42453,1.53737,0.6911,0.54443,0.62119,0.38184,1.39498,1.31962,1.55136,0.005248,0.005248,0.005248
50,9909.34,1.33085,1.42165,1.53682,0.69179,0.54507,0.62186,0.38271,1.39312,1.31789,1.5502,0.005149,0.005149,0.005149
51,11544.8,1.33494,1.42744,1.54217,0.6921,0.54624,0.62262,0.38355,1.39156,1.31589,1.54887,0.00505,0.00505,0.00505
52,1635.78,1.29312,1.36823,1.50989,0.69409,0.54456,0.62338,0.38408,1.39173,1.31316,1.54838,0.004951,0.004951,0.004951
53,3267.67,1.31042,1.38862,1.51931,0.69271,0.54571,0.62398,0.38454,1.39202,1.31088,1.54805,0.004852,0.004852,0.004852
54,4876.61,1.31216,1.39724,1.52336,0.69249,0.5467,0.62477,0.38508,1.39158,1.30939,1.54753,0.004753,0.004753,0.004753
55,6491.32,1.31593,1.40313,1.52527,0.69324,0.54658,0.62541,0.38581,1.39043,1.30781,1.54682,0.004654,0.004654,0.004654
56,8110.62,1.31777,1.40628,1.53005,0.69225,0.5486,0.62575,0.38625,1.38914,1.30659,1.54629,0.004555,0.004555,0.004555
57,9723.18,1.31884,1.40234,1.5271,0.69359,0.54904,0.62658,0.3871,1.38793,1.30473,1.54533,0.004456,0.004456,0.004456
58,11350,1.32432,1.40892,1.53151,0.69535,0.54848,0.62741,0.38784,1.38612,1.30323,1.54414,0.004357,0.004357,0.004357
59,1842.2,1.2767,1.34185,1.49708,0.69508,0.54971,0.62803,0.38819,1.38627,1.30117,1.54372,0.004258,0.004258,0.004258
60,3664.18,1.29407,1.36278,1.50795,0.6944,0.55069,0.62866,0.38863,1.38659,1.29907,1.54328,0.004159,0.004159,0.004159
61,5496.21,1.29658,1.37205,1.51337,0.6945,0.55187,0.62957,0.38919,1.3865,1.29691,1.54336,0.00406,0.00406,0.00406
62,7304.28,1.30073,1.37826,1.51467,0.69672,0.55069,0.62972,0.38963,1.38543,1.2952,1.54254,0.003961,0.003961,0.003961
63,9113.47,1.30469,1.38303,1.51695,0.69729,0.55198,0.63006,0.39007,1.3842,1.29411,1.54167,0.003862,0.003862,0.003862
64,1713.28,1.26037,1.3183,1.48698,0.69553,0.55323,0.63082,0.39053,1.38497,1.29194,1.54191,0.003763,0.003763,0.003763
65,3445.32,1.28124,1.34239,1.50008,0.69501,0.55367,0.6314,0.39074,1.38522,1.2901,1.54172,0.003664,0.003664,0.003664
66,5182.25,1.28631,1.35134,1.50359,0.69512,0.55433,0.63198,0.39109,1.38507,1.28852,1.54128,0.003565,0.003565,0.003565
67,6912.13,1.29112,1.36218,1.50614,0.69549,0.55447,0.63232,0.39151,1.3841,1.28711,1.54052,0.003466,0.003466,0.003466
68,8639.48,1.2958,1.36686,1.5084,0.69412,0.55661,0.63299,0.39197,1.38292,1.28569,1.53961,0.003367,0.003367,0.003367
69,1658.61,1.24532,1.29287,1.4756,0.69728,0.55537,0.63327,0.39225,1.38362,1.28377,1.53981,0.003268,0.003268,0.003268
70,3324.72,1.26832,1.32152,1.49054,0.69835,0.55457,0.63382,0.39275,1.38407,1.28189,1.53978,0.003169,0.003169,0.003169
71,4974.37,1.27381,1.33402,1.4967,0.69853,0.55471,0.63423,0.39304,1.38403,1.28028,1.53962,0.00307,0.00307,0.00307
72,6624.46,1.28053,1.34478,1.49834,0.69978,0.55474,0.63471,0.39349,1.38308,1.27909,1.53871,0.002971,0.002971,0.002971
73,1655.81,1.23055,1.27278,1.4671,0.70231,0.55296,0.63507,0.39361,1.38385,1.27744,1.53944,0.002872,0.002872,0.002872
74,3265.65,1.25625,1.30196,1.48257,0.70175,0.55318,0.63524,0.39366,1.38422,1.27624,1.53953,0.002773,0.002773,0.002773
75,4859.47,1.26376,1.31765,1.48968,0.70029,0.55573,0.63592,0.39384,1.3841,1.27509,1.53944,0.002674,0.002674,0.002674
76,6464.86,1.27264,1.33197,1.49297,0.69905,0.55764,0.63626,0.39413,1.38292,1.27411,1.53826,0.002575,0.002575,0.002575
77,8071.07,1.27688,1.34255,1.49835,0.69757,0.5593,0.63666,0.39483,1.38098,1.27303,1.53687,0.002476,0.002476,0.002476
78,9669.61,1.27872,1.3399,1.49593,0.69963,0.55805,0.63732,0.3958,1.37871,1.27178,1.53501,0.002377,0.002377,0.002377
79,1684.82,1.21373,1.24674,1.45648,0.69944,0.55735,0.63732,0.39576,1.38038,1.27006,1.53607,0.002278,0.002278,0.002278
80,3350.55,1.23858,1.27512,1.47112,0.69823,0.55807,0.63773,0.39589,1.38133,1.26902,1.53657,0.002179,0.002179,0.002179
81,5014.24,1.24702,1.29107,1.4781,0.69765,0.55861,0.63797,0.3961,1.38114,1.26831,1.5364,0.00208,0.00208,0.00208
82,6679.58,1.25745,1.30729,1.48222,0.69835,0.55825,0.63818,0.39634,1.38054,1.26721,1.5357,0.001981,0.001981,0.001981
83,8407.39,1.26328,1.3197,1.48829,0.69554,0.56027,0.63879,0.39693,1.37897,1.26625,1.53486,0.001882,0.001882,0.001882
84,10153.8,1.2654,1.31819,1.48873,0.69742,0.55962,0.63875,0.39753,1.37719,1.26511,1.53367,0.001783,0.001783,0.001783
85,11853.8,1.27051,1.32534,1.49396,0.69634,0.56196,0.63955,0.39846,1.37471,1.26387,1.53194,0.001684,0.001684,0.001684
86,1591.35,1.19415,1.21917,1.44227,0.6966,0.56125,0.63947,0.39807,1.3762,1.2625,1.53319,0.001585,0.001585,0.001585
87,3180.56,1.2174,1.24194,1.45616,0.69483,0.5628,0.63992,0.39813,1.37757,1.26166,1.53403,0.001486,0.001486,0.001486
88,4746.82,1.22572,1.2565,1.46273,0.69413,0.56341,0.64021,0.39824,1.37848,1.26035,1.5345,0.001387,0.001387,0.001387
89,6302.62,1.23623,1.27552,1.46902,0.6961,0.56304,0.6405,0.39854,1.37818,1.25975,1.53411,0.001288,0.001288,0.001288
90,7852.96,1.24492,1.28673,1.47491,0.69737,0.56258,0.64067,0.39888,1.37706,1.25896,1.53324,0.001189,0.001189,0.001189
91,9360.52,1.3127,1.25171,1.54782,0.69888,0.5619,0.64133,0.39957,1.37512,1.25689,1.53173,0.00109,0.00109,0.00109
92,1724.5,1.17622,1.19259,1.43085,0.69821,0.563,0.64151,0.39941,1.37735,1.25605,1.5335,0.000991,0.000991,0.000991
